timestamp,day_of_week,hour,weather,road_name,humidity,rainfall_mm,vehicle_count,jam_level
2025-02-02 02:00:00,Tuesday,9,Cloudy,Airport Road,42,0,5620,High
2025-02-02 03:00:00,Friday,11,Sunny,Airport Road,52,0,5607,Medium
2025-02-02 04:00:00,Wednesday,0,Rainy,Airport Road,67,10,5154,High
2025-02-02 05:00:00,Monday,12,Rainy,Airport Road,88,10,1575,Medium
2025-02-02 06:00:00,Thursday,21,Clear,Airport Road,64,10,2996,Low
2025-02-02 07:00:00,Thursday,5,Sunny,Airport Road,72,2,908,Low
2025-02-02 08:00:00,Thursday,7,Rainy,Airport Road,77,5,1078,High
2025-02-02 09:00:00,Wednesday,18,Foggy,Airport Road,92,10,2563,Medium
2025-02-02 10:00:00,Thursday,0,Rainy,Airport Road,45,0,825,Medium
2025-02-02 11:00:00,Tuesday,12,Clear,Airport Road,83,0,2601,Low
2025-02-02 12:00:00,Monday,6,Clear,Airport Road,84,10,3462,Low
2025-02-02 13:00:00,Tuesday,19,Clear,Airport Road,71,20,1316,Medium
2025-02-02 14:00:00,Saturday,17,Cloudy,Airport Road,84,10,4151,High
2025-02-02 15:00:00,Thursday,10,Rainy,Airport Road,86,0,2297,Medium
2025-02-02 16:00:00,Friday,21,Foggy,Airport Road,60,2,6099,Medium
2025-02-02 17:00:00,Monday,21,Sunny,Airport Road,55,0,2906,Low
2025-02-02 18:00:00,Wednesday,15,Sunny,Airport Road,93,0,878,Low
2025-02-02 19:00:00,Monday,10,Rainy,Airport Road,60,10,1072,Medium
2025-02-02 20:00:00,Friday,9,Foggy,Airport Road,50,0,2910,Medium
2025-02-02 21:00:00,Wednesday,8,Rainy,Airport Road,76,10,5734,High
2025-02-02 22:00:00,Wednesday,15,Foggy,Airport Road,75,20,5612,Medium
2025-02-02 23:00:00,Saturday,9,Clear,Airport Road,74,10,2223,Medium
2025-02-03 00:00:00,Monday,18,Clear,Airport Road,58,0,698,Medium
2025-02-03 01:00:00,Thursday,2,Cloudy,Airport Road,59,0,3441,Low
2025-02-03 02:00:00,Monday,21,Foggy,Airport Road,57,10,324,Low
2025-02-03 03:00:00,Tuesday,12,Sunny,Airport Road,86,0,5749,Medium
2025-02-03 04:00:00,Friday,14,Rainy,Airport Road,80,0,6356,High
2025-02-03 05:00:00,Wednesday,13,Clear,Airport Road,88,0,6494,Medium
2025-02-03 06:00:00,Tuesday,18,Clear,Airport Road,53,0,940,Medium
2025-02-03 07:00:00,Wednesday,16,Rainy,Airport Road,54,0,1914,Medium
2025-02-03 08:00:00,Friday,14,Clear,Airport Road,70,2,4909,Medium
2025-02-03 09:00:00,Monday,8,Rainy,Airport Road,40,2,1206,High
2025-02-03 10:00:00,Thursday,2,Foggy,Airport Road,92,5,224,Low
2025-02-03 11:00:00,Sunday,17,Clear,Airport Road,93,20,3346,Medium
2025-02-03 12:00:00,Thursday,9,Sunny,Airport Road,93,10,5288,High
2025-02-03 13:00:00,Monday,1,Cloudy,Airport Road,42,20,3031,Low
2025-02-03 14:00:00,Friday,5,Clear,Airport Road,55,0,5475,Medium
2025-02-03 15:00:00,Tuesday,16,Foggy,Airport Road,62,0,5946,Medium
2025-02-03 16:00:00,Wednesday,10,Sunny,Airport Road,50,2,4225,Medium
2025-02-03 17:00:00,Sunday,10,Rainy,Airport Road,51,20,6524,High
2025-02-03 18:00:00,Monday,2,Rainy,Airport Road,49,0,3071,Medium
2025-02-03 19:00:00,Monday,21,Sunny,Airport Road,71,2,2117,Low
2025-02-03 20:00:00,Monday,9,Sunny,Airport Road,55,0,2515,Medium
2025-02-03 21:00:00,Monday,4,Cloudy,Airport Road,47,20,4690,Medium
2025-02-03 22:00:00,Friday,9,Foggy,Airport Road,77,2,3196,Medium
2025-02-03 23:00:00,Monday,0,Cloudy,Airport Road,51,10,1709,Low
2025-02-04 00:00:00,Friday,6,Sunny,Airport Road,63,10,817,Low
2025-02-04 01:00:00,Wednesday,8,Clear,Airport Road,67,5,3661,Medium
2025-02-04 02:00:00,Sunday,19,Cloudy,Airport Road,92,5,1116,Medium
2025-02-04 03:00:00,Wednesday,11,Rainy,Airport Road,47,2,3665,Medium
2025-02-04 04:00:00,Thursday,5,Cloudy,Airport Road,67,0,5533,Medium
2025-02-04 05:00:00,Tuesday,10,Cloudy,Airport Road,75,10,4801,Medium
2025-02-04 06:00:00,Thursday,10,Foggy,Airport Road,65,0,4570,Medium
2025-02-04 07:00:00,Tuesday,6,Sunny,Airport Road,47,0,6882,Medium
2025-02-04 08:00:00,Tuesday,18,Clear,Airport Road,89,2,2060,Medium
2025-02-04 09:00:00,Tuesday,20,Foggy,Airport Road,67,0,1148,Low
2025-02-04 10:00:00,Monday,1,Foggy,Airport Road,67,10,1457,Low
2025-02-04 11:00:00,Monday,14,Clear,Airport Road,76,0,3526,Low
2025-02-04 12:00:00,Friday,14,Cloudy,Airport Road,80,5,215,Low
2025-02-04 13:00:00,Saturday,12,Sunny,Airport Road,75,0,2195,Low
2025-02-04 14:00:00,Wednesday,1,Cloudy,Airport Road,66,0,1901,Low
2025-02-04 15:00:00,Sunday,7,Rainy,Airport Road,93,0,2246,High
2025-02-04 16:00:00,Thursday,1,Rainy,Airport Road,56,10,5678,High
2025-02-04 17:00:00,Saturday,1,Foggy,Airport Road,48,10,5742,Medium
2025-02-04 18:00:00,Sunday,1,Foggy,Airport Road,72,0,1720,Low
2025-02-04 19:00:00,Wednesday,6,Clear,Airport Road,92,2,6648,Medium
2025-02-04 20:00:00,Friday,0,Sunny,Airport Road,59,0,4880,Medium
2025-02-04 21:00:00,Monday,5,Cloudy,Airport Road,52,2,3050,Low
2025-02-04 22:00:00,Wednesday,23,Sunny,Airport Road,67,2,6746,Medium
2025-02-04 23:00:00,Saturday,18,Sunny,Airport Road,87,0,3892,Medium
2025-02-05 00:00:00,Saturday,13,Rainy,Airport Road,68,0,5667,High
2025-02-05 01:00:00,Wednesday,1,Clear,Airport Road,52,5,3041,Low
2025-02-05 02:00:00,Sunday,1,Foggy,Airport Road,85,10,5795,Medium
2025-02-05 03:00:00,Friday,10,Sunny,Airport Road,74,10,6501,Medium
2025-02-05 04:00:00,Tuesday,18,Clear,Airport Road,45,0,6364,High
2025-02-05 05:00:00,Wednesday,15,Foggy,Airport Road,57,20,5005,Medium
2025-02-05 06:00:00,Monday,14,Cloudy,Airport Road,90,20,1077,Low
2025-02-05 07:00:00,Friday,16,Foggy,Airport Road,44,20,6297,Medium
2025-02-05 08:00:00,Wednesday,15,Sunny,Airport Road,86,5,3166,Low
2025-02-05 09:00:00,Wednesday,20,Rainy,Airport Road,64,10,5550,High
2025-02-05 10:00:00,Monday,20,Rainy,Airport Road,41,0,883,Medium
2025-02-05 11:00:00,Sunday,22,Rainy,Airport Road,49,10,340,Medium
2025-02-05 12:00:00,Monday,20,Rainy,Airport Road,69,2,5974,High
2025-02-05 13:00:00,Tuesday,17,Foggy,Airport Road,89,0,1653,Medium
2025-02-05 14:00:00,Wednesday,20,Clear,Airport Road,84,0,4678,Medium
2025-02-05 15:00:00,Saturday,1,Sunny,Airport Road,44,10,1112,Low
2025-02-05 16:00:00,Wednesday,2,Foggy,Airport Road,94,0,286,Low
2025-02-05 17:00:00,Friday,8,Foggy,Airport Road,72,5,1981,Medium
2025-02-05 18:00:00,Wednesday,15,Clear,Airport Road,93,20,6899,Medium
2025-02-05 19:00:00,Saturday,1,Sunny,Airport Road,40,5,6505,Medium
2025-02-05 20:00:00,Monday,15,Sunny,Airport Road,57,5,5148,Medium
2025-02-05 21:00:00,Friday,6,Sunny,Airport Road,71,2,5583,Medium
2025-02-05 22:00:00,Sunday,19,Cloudy,Airport Road,86,5,4686,High
2025-02-05 23:00:00,Sunday,9,Sunny,Airport Road,88,0,530,Medium
2025-02-06 00:00:00,Tuesday,23,Rainy,Airport Road,50,2,338,Medium
2025-02-06 01:00:00,Monday,2,Rainy,Airport Road,60,0,6547,High
2025-02-06 02:00:00,Monday,18,Foggy,Airport Road,65,5,2445,Medium
2025-02-06 03:00:00,Monday,5,Sunny,Airport Road,64,5,175,Low
2025-02-06 04:00:00,Friday,17,Rainy,Airport Road,61,0,1456,High
2025-02-06 05:00:00,Wednesday,21,Foggy,Airport Road,66,5,6119,Medium
2025-02-06 06:00:00,Monday,3,Rainy,Airport Road,88,0,5977,High
2025-02-06 07:00:00,Wednesday,13,Clear,Airport Road,52,2,6885,Medium
2025-02-06 08:00:00,Sunday,16,Foggy,Airport Road,72,0,5022,Medium
2025-02-06 09:00:00,Sunday,13,Clear,Airport Road,73,0,2430,Low
2025-02-06 10:00:00,Thursday,18,Rainy,Airport Road,80,0,4786,High
2025-02-06 11:00:00,Sunday,4,Cloudy,Airport Road,74,0,6315,Medium
2025-02-06 12:00:00,Friday,6,Cloudy,Airport Road,40,5,6946,Medium
2025-02-06 13:00:00,Saturday,15,Clear,Airport Road,60,20,2002,Low
2025-02-06 14:00:00,Sunday,14,Cloudy,Airport Road,87,20,6106,Medium
2025-02-06 15:00:00,Friday,11,Foggy,Airport Road,94,2,4113,Medium
2025-02-06 16:00:00,Monday,15,Sunny,Airport Road,45,10,4770,Medium
2025-02-06 17:00:00,Tuesday,12,Foggy,Airport Road,67,2,5087,Medium
2025-02-06 18:00:00,Monday,22,Rainy,Airport Road,56,10,2159,Medium
2025-02-06 19:00:00,Thursday,16,Sunny,Airport Road,44,20,240,Low
2025-02-06 20:00:00,Friday,15,Sunny,Airport Road,70,20,1889,Low
2025-02-06 21:00:00,Saturday,16,Sunny,Airport Road,44,0,3726,Low
2025-02-06 22:00:00,Thursday,23,Rainy,Airport Road,77,0,116,Medium
2025-02-06 23:00:00,Thursday,10,Cloudy,Airport Road,42,0,5282,Medium
2025-02-07 00:00:00,Thursday,10,Cloudy,Airport Road,92,2,4448,Medium
2025-02-07 01:00:00,Thursday,18,Sunny,Airport Road,62,5,564,Medium
2025-02-07 02:00:00,Tuesday,8,Cloudy,Airport Road,76,10,4571,High
2025-02-07 03:00:00,Monday,22,Sunny,Airport Road,92,5,1927,Low
2025-02-07 04:00:00,Thursday,14,Foggy,Airport Road,76,0,3128,Low
2025-02-07 05:00:00,Monday,20,Sunny,Airport Road,49,10,619,Low
2025-02-07 06:00:00,Saturday,0,Foggy,Airport Road,49,2,6056,Medium
2025-02-07 07:00:00,Saturday,2,Sunny,Airport Road,58,0,189,Low
2025-02-07 08:00:00,Sunday,1,Clear,Airport Road,56,5,4915,Medium
2025-02-07 09:00:00,Saturday,10,Foggy,Airport Road,60,0,2951,Low
2025-02-07 10:00:00,Wednesday,4,Foggy,Airport Road,53,2,2943,Low
2025-02-07 11:00:00,Saturday,8,Rainy,Airport Road,48,20,4825,High
2025-02-07 12:00:00,Tuesday,17,Sunny,Airport Road,85,20,1984,Medium
2025-02-07 13:00:00,Tuesday,4,Rainy,Airport Road,40,2,4271,High
2025-02-07 14:00:00,Wednesday,9,Sunny,Airport Road,90,2,1025,Medium
2025-02-07 15:00:00,Sunday,3,Clear,Airport Road,84,2,3834,Low
2025-02-07 16:00:00,Thursday,9,Foggy,Airport Road,52,10,6643,High
2025-02-07 17:00:00,Friday,5,Foggy,Airport Road,43,2,6001,Medium
2025-02-07 18:00:00,Sunday,1,Foggy,Airport Road,40,5,1069,Low
2025-02-07 19:00:00,Sunday,19,Sunny,Airport Road,88,0,1194,Medium
2025-02-07 20:00:00,Sunday,19,Foggy,Airport Road,79,10,6224,High
2025-02-07 21:00:00,Tuesday,5,Cloudy,Airport Road,71,2,3295,Low
2025-02-07 22:00:00,Friday,3,Rainy,Airport Road,73,0,1504,Medium
2025-02-07 23:00:00,Wednesday,18,Cloudy,Airport Road,67,0,3464,Medium
2025-02-08 00:00:00,Wednesday,3,Cloudy,Airport Road,70,0,4390,Medium
2025-02-08 01:00:00,Sunday,6,Sunny,Airport Road,47,20,4082,Medium
2025-02-08 02:00:00,Sunday,16,Cloudy,Airport Road,78,0,4423,Medium
2025-02-08 03:00:00,Sunday,3,Foggy,Airport Road,65,0,4113,Medium
2025-02-08 04:00:00,Thursday,16,Clear,Airport Road,73,20,5655,Medium
2025-02-08 05:00:00,Monday,0,Foggy,Airport Road,93,10,4656,Medium
2025-02-08 06:00:00,Tuesday,15,Cloudy,Airport Road,93,10,4813,Medium
2025-02-08 07:00:00,Friday,10,Sunny,Airport Road,42,10,3192,Low
2025-02-08 08:00:00,Saturday,19,Sunny,Airport Road,89,0,4259,High
2025-02-08 09:00:00,Friday,3,Cloudy,Airport Road,51,0,6408,Medium
2025-02-08 10:00:00,Tuesday,13,Sunny,Airport Road,40,0,2174,Low
2025-02-08 11:00:00,Friday,11,Sunny,Airport Road,93,5,384,Low
2025-02-08 12:00:00,Wednesday,3,Rainy,Airport Road,83,2,5879,High
2025-02-08 13:00:00,Monday,5,Clear,Airport Road,44,10,6524,Medium
2025-02-08 14:00:00,Monday,7,Clear,Airport Road,69,0,5033,High
2025-02-08 15:00:00,Friday,23,Rainy,Airport Road,69,0,5026,High
2025-02-08 16:00:00,Saturday,16,Cloudy,Airport Road,56,0,1287,Low
2025-02-08 17:00:00,Thursday,14,Rainy,Airport Road,87,2,4069,High
2025-02-08 18:00:00,Thursday,1,Foggy,Airport Road,86,0,3065,Low
2025-02-08 19:00:00,Monday,20,Foggy,Airport Road,62,0,4419,Medium
2025-02-08 20:00:00,Thursday,16,Cloudy,Airport Road,54,0,883,Low
2025-02-08 21:00:00,Monday,14,Rainy,Airport Road,76,5,1049,Medium
2025-02-08 22:00:00,Sunday,8,Sunny,Airport Road,60,5,4039,High
2025-02-08 23:00:00,Friday,17,Clear,Airport Road,53,0,144,Medium
2025-02-09 00:00:00,Monday,22,Cloudy,Airport Road,41,0,1910,Low
2025-02-09 01:00:00,Sunday,20,Foggy,Airport Road,50,10,4666,Medium
2025-02-09 02:00:00,Wednesday,20,Sunny,Airport Road,90,0,2181,Low
2025-02-09 03:00:00,Thursday,20,Rainy,Airport Road,78,5,6896,High
2025-02-09 04:00:00,Friday,1,Clear,Airport Road,77,2,3598,Low
2025-02-09 05:00:00,Friday,0,Rainy,Airport Road,73,0,929,Medium
2025-02-09 06:00:00,Friday,13,Clear,Airport Road,77,5,2009,Low
2025-02-09 07:00:00,Friday,3,Rainy,Airport Road,89,5,6464,High
2025-02-09 08:00:00,Friday,9,Cloudy,Airport Road,73,10,6087,High
2025-02-09 09:00:00,Tuesday,22,Cloudy,Airport Road,57,0,2681,Low
2025-02-09 10:00:00,Friday,7,Clear,Airport Road,69,10,791,Medium
2025-02-09 11:00:00,Saturday,13,Cloudy,Airport Road,54,0,4119,Medium
2025-02-09 12:00:00,Monday,17,Clear,Airport Road,66,10,5586,High
2025-02-09 13:00:00,Wednesday,13,Cloudy,Airport Road,90,0,1031,Low
2025-02-09 14:00:00,Monday,20,Foggy,Airport Road,73,2,5036,Medium
2025-02-09 15:00:00,Saturday,11,Foggy,Airport Road,91,2,6134,Medium
2025-02-09 16:00:00,Monday,16,Rainy,Airport Road,77,0,5769,High
2025-02-09 17:00:00,Wednesday,3,Clear,Airport Road,72,0,6825,Medium
2025-02-09 18:00:00,Monday,18,Cloudy,Airport Road,63,20,6482,High
2025-02-09 19:00:00,Tuesday,23,Clear,Airport Road,54,5,3506,Low
2025-02-09 20:00:00,Saturday,10,Rainy,Airport Road,69,5,6684,High
2025-02-09 21:00:00,Monday,16,Clear,Airport Road,94,0,247,Low
2025-02-09 22:00:00,Wednesday,18,Rainy,Airport Road,81,10,1132,High
2025-02-09 23:00:00,Tuesday,16,Rainy,Airport Road,90,0,1411,Medium
2025-02-10 00:00:00,Thursday,7,Clear,Airport Road,56,0,487,Medium
2025-02-10 01:00:00,Thursday,22,Sunny,Airport Road,44,10,3221,Low
2025-02-10 02:00:00,Friday,17,Sunny,Airport Road,68,10,1973,Medium
2025-02-10 03:00:00,Sunday,1,Cloudy,Airport Road,43,0,3688,Low
2025-02-10 04:00:00,Monday,18,Rainy,Airport Road,49,0,1015,High
2025-02-10 05:00:00,Monday,0,Clear,Airport Road,56,5,1978,Low
2025-02-10 06:00:00,Tuesday,13,Sunny,Airport Road,49,0,6881,Medium
2025-02-10 07:00:00,Wednesday,5,Rainy,Airport Road,56,0,3848,Medium
2025-02-10 08:00:00,Saturday,7,Cloudy,Airport Road,59,0,377,Medium
2025-02-10 09:00:00,Saturday,16,Sunny,Airport Road,63,5,2077,Low
2025-02-10 10:00:00,Saturday,5,Clear,Airport Road,44,0,1959,Low
2025-02-10 11:00:00,Sunday,18,Rainy,Airport Road,73,0,3136,High
2025-02-10 12:00:00,Thursday,2,Sunny,Airport Road,45,20,3471,Low
2025-02-10 13:00:00,Sunday,20,Foggy,Airport Road,92,20,6021,Medium
2025-02-10 14:00:00,Wednesday,7,Clear,Airport Road,41,0,6832,High
2025-02-10 15:00:00,Sunday,2,Clear,Airport Road,52,20,6029,Medium
2025-02-10 16:00:00,Sunday,16,Foggy,Airport Road,82,5,6892,Medium
2025-02-10 17:00:00,Wednesday,13,Sunny,Airport Road,82,0,4813,Medium
2025-02-10 18:00:00,Thursday,9,Rainy,Airport Road,87,10,5826,High
2025-02-10 19:00:00,Friday,15,Clear,Airport Road,50,0,2282,Low
2025-02-10 20:00:00,Monday,4,Rainy,Airport Road,90,0,4775,High
2025-02-10 21:00:00,Saturday,16,Cloudy,Airport Road,86,5,1270,Low
2025-02-10 22:00:00,Thursday,4,Clear,Airport Road,62,20,589,Low
2025-02-10 23:00:00,Friday,14,Clear,Airport Road,94,10,2625,Low
2025-02-11 00:00:00,Friday,22,Clear,Airport Road,55,5,1282,Low
2025-02-11 01:00:00,Monday,14,Rainy,Airport Road,70,0,4579,High
2025-02-11 02:00:00,Saturday,4,Sunny,Airport Road,50,2,4358,Medium
2025-02-11 03:00:00,Saturday,20,Rainy,Airport Road,93,0,2588,Medium
2025-02-11 04:00:00,Saturday,9,Cloudy,Airport Road,55,2,1976,Medium
2025-02-11 05:00:00,Friday,22,Clear,Airport Road,47,5,5408,Medium
2025-02-11 06:00:00,Thursday,13,Foggy,Airport Road,43,5,2562,Low
2025-02-11 07:00:00,Saturday,18,Sunny,Airport Road,79,5,5558,High
2025-02-11 08:00:00,Friday,1,Rainy,Airport Road,43,2,1730,Medium
2025-02-11 09:00:00,Sunday,17,Cloudy,Airport Road,64,5,5400,High
2025-02-11 10:00:00,Thursday,10,Foggy,Airport Road,42,0,387,Low
2025-02-11 11:00:00,Wednesday,13,Cloudy,Airport Road,71,5,6053,Medium
2025-02-11 12:00:00,Thursday,20,Sunny,Airport Road,42,0,4382,Medium
2025-02-11 13:00:00,Sunday,21,Rainy,Airport Road,66,20,2007,Medium
2025-02-11 14:00:00,Saturday,2,Rainy,Airport Road,68,2,1261,Medium
2025-02-11 15:00:00,Sunday,20,Sunny,Airport Road,71,0,229,Low
2025-02-11 16:00:00,Sunday,3,Clear,Airport Road,89,5,6437,Medium
2025-02-11 17:00:00,Saturday,20,Rainy,Airport Road,90,0,2463,Medium
2025-02-11 18:00:00,Friday,10,Cloudy,Airport Road,58,0,6083,Medium
2025-02-11 19:00:00,Thursday,5,Foggy,Airport Road,60,10,243,Low
2025-02-11 20:00:00,Friday,14,Foggy,Airport Road,44,20,115,Low
2025-02-11 21:00:00,Saturday,10,Foggy,Airport Road,57,10,6666,Medium
2025-02-11 22:00:00,Tuesday,10,Cloudy,Airport Road,67,5,344,Low
2025-02-11 23:00:00,Sunday,6,Sunny,Airport Road,81,20,1026,Low
2025-02-12 00:00:00,Wednesday,7,Foggy,Airport Road,61,20,3278,Medium
2025-02-12 01:00:00,Tuesday,11,Sunny,Airport Road,60,0,2276,Low
2025-02-12 02:00:00,Thursday,15,Foggy,Airport Road,45,20,5102,Medium
2025-02-12 03:00:00,Thursday,15,Foggy,Airport Road,40,2,986,Low
2025-02-12 04:00:00,Friday,23,Foggy,Airport Road,44,0,440,Low
2025-02-12 05:00:00,Saturday,18,Cloudy,Airport Road,80,0,2151,Medium
2025-02-12 06:00:00,Tuesday,11,Foggy,Airport Road,51,0,3498,Low
2025-02-12 07:00:00,Sunday,9,Foggy,Airport Road,65,2,5629,High
2025-02-12 08:00:00,Tuesday,16,Cloudy,Airport Road,85,10,4050,Medium
2025-02-12 09:00:00,Tuesday,15,Cloudy,Airport Road,73,0,405,Low
2025-02-12 10:00:00,Monday,15,Clear,Airport Road,88,20,1007,Low
2025-02-12 11:00:00,Thursday,20,Sunny,Airport Road,53,2,2754,Low
2025-02-12 12:00:00,Saturday,7,Sunny,Airport Road,65,0,3892,Medium
2025-02-12 13:00:00,Monday,20,Cloudy,Airport Road,84,5,4142,Medium
2025-02-12 14:00:00,Wednesday,15,Rainy,Airport Road,66,0,1471,Medium
2025-02-12 15:00:00,Friday,22,Clear,Airport Road,48,20,420,Low
2025-02-12 16:00:00,Thursday,9,Rainy,Airport Road,65,2,4754,High
2025-02-12 17:00:00,Tuesday,21,Foggy,Airport Road,86,2,4159,Medium
2025-02-12 18:00:00,Saturday,5,Foggy,Airport Road,61,0,5400,Medium
2025-02-12 19:00:00,Saturday,16,Clear,Airport Road,86,0,6861,Medium
2025-02-12 20:00:00,Thursday,12,Clear,Airport Road,69,2,6954,Medium
2025-02-12 21:00:00,Monday,15,Sunny,Airport Road,82,0,5605,Medium
2025-02-12 22:00:00,Saturday,6,Clear,Airport Road,87,0,5837,Medium
2025-02-12 23:00:00,Saturday,18,Cloudy,Airport Road,56,20,1231,Medium
2025-02-13 00:00:00,Monday,0,Sunny,Airport Road,65,0,2678,Low
2025-02-13 01:00:00,Thursday,16,Sunny,Airport Road,75,20,6653,Medium
2025-02-13 02:00:00,Wednesday,4,Foggy,Airport Road,40,0,4142,Medium
2025-02-13 03:00:00,Saturday,20,Cloudy,Airport Road,47,20,3467,Low
2025-02-13 04:00:00,Thursday,8,Foggy,Airport Road,88,5,917,Medium
2025-02-13 05:00:00,Friday,13,Cloudy,Airport Road,74,0,5390,Medium
2025-02-13 06:00:00,Monday,15,Cloudy,Airport Road,91,0,6736,Medium
2025-02-13 07:00:00,Monday,5,Clear,Airport Road,54,0,111,Low
2025-02-13 08:00:00,Wednesday,20,Sunny,Airport Road,86,0,294,Low
2025-02-13 09:00:00,Wednesday,23,Clear,Airport Road,61,0,2637,Low
2025-02-13 10:00:00,Saturday,9,Clear,Airport Road,53,5,2942,Medium
2025-02-13 11:00:00,Saturday,14,Foggy,Airport Road,65,0,2329,Low
2025-02-13 12:00:00,Monday,4,Sunny,Airport Road,67,10,3109,Low
2025-02-13 13:00:00,Sunday,11,Clear,Airport Road,62,0,4851,Medium
2025-02-13 14:00:00,Saturday,23,Clear,Airport Road,53,0,6117,Medium
2025-02-13 15:00:00,Thursday,0,Clear,Airport Road,63,10,6937,Medium
2025-02-13 16:00:00,Saturday,2,Foggy,Airport Road,41,0,2177,Low
2025-02-13 17:00:00,Wednesday,9,Rainy,Airport Road,84,0,5815,High
2025-02-13 18:00:00,Wednesday,5,Foggy,Airport Road,65,20,3967,Low
2025-02-13 19:00:00,Thursday,5,Foggy,Airport Road,53,2,5315,Medium
2025-02-13 20:00:00,Wednesday,6,Foggy,Airport Road,90,0,4973,Medium
2025-02-13 21:00:00,Sunday,18,Sunny,Airport Road,46,2,543,Medium
2025-02-13 22:00:00,Monday,21,Sunny,Airport Road,42,10,397,Low
2025-02-13 23:00:00,Wednesday,15,Clear,Airport Road,86,0,5003,Medium
2025-02-14 00:00:00,Friday,22,Clear,Airport Road,62,5,5956,Medium
2025-02-14 01:00:00,Friday,5,Foggy,Airport Road,85,0,944,Low
2025-02-14 02:00:00,Tuesday,6,Rainy,Airport Road,82,5,1115,Medium
2025-02-14 03:00:00,Sunday,7,Rainy,Airport Road,86,10,1484,High
2025-02-14 04:00:00,Monday,3,Foggy,Airport Road,84,0,1497,Low
2025-02-14 05:00:00,Wednesday,20,Rainy,Airport Road,57,10,653,Medium
2025-02-14 06:00:00,Friday,16,Cloudy,Airport Road,77,0,2450,Low
2025-02-14 07:00:00,Saturday,11,Clear,Airport Road,74,0,4616,Medium
2025-02-14 08:00:00,Saturday,10,Cloudy,Airport Road,90,0,1369,Low
2025-02-14 09:00:00,Sunday,7,Cloudy,Airport Road,54,10,1360,Medium
2025-02-14 10:00:00,Monday,12,Foggy,Airport Road,64,2,284,Low
2025-02-14 11:00:00,Monday,9,Rainy,Airport Road,94,0,4663,High
2025-02-14 12:00:00,Tuesday,2,Rainy,Airport Road,76,0,6997,High
2025-02-14 13:00:00,Sunday,9,Cloudy,Airport Road,67,0,2510,Medium
2025-02-14 14:00:00,Friday,23,Foggy,Airport Road,49,20,5502,Medium
2025-02-14 15:00:00,Tuesday,15,Cloudy,Airport Road,78,5,5772,Medium
2025-02-14 16:00:00,Saturday,6,Clear,Airport Road,56,20,4531,Medium
2025-02-14 17:00:00,Wednesday,7,Rainy,Airport Road,78,0,2309,High
2025-02-14 18:00:00,Tuesday,19,Sunny,Airport Road,61,5,5693,High
2025-02-14 19:00:00,Saturday,8,Clear,Airport Road,65,5,3772,Medium
2025-02-14 20:00:00,Friday,5,Foggy,Airport Road,83,10,6255,Medium
2025-02-14 21:00:00,Monday,20,Clear,Airport Road,64,0,5643,Medium
2025-02-14 22:00:00,Saturday,11,Rainy,Airport Road,56,20,4783,High
2025-02-14 23:00:00,Sunday,22,Rainy,Airport Road,52,20,1981,Medium
2025-02-15 00:00:00,Wednesday,16,Rainy,Airport Road,59,0,4396,High
2025-02-15 01:00:00,Tuesday,10,Foggy,Airport Road,64,20,621,Low
2025-02-15 02:00:00,Sunday,13,Foggy,Airport Road,43,0,1987,Low
2025-02-15 03:00:00,Tuesday,9,Rainy,Airport Road,49,10,2652,High
2025-02-15 04:00:00,Wednesday,23,Rainy,Airport Road,42,2,3909,Medium
2025-02-15 05:00:00,Saturday,11,Clear,Airport Road,80,5,5907,Medium
2025-02-15 06:00:00,Tuesday,19,Rainy,Airport Road,84,10,4983,High
2025-02-15 07:00:00,Tuesday,21,Rainy,Airport Road,57,0,4255,High
2025-02-15 08:00:00,Saturday,2,Rainy,Airport Road,86,0,4773,High
2025-02-15 09:00:00,Monday,1,Foggy,Airport Road,75,2,4516,Medium
2025-02-15 10:00:00,Wednesday,16,Foggy,Airport Road,86,0,5654,Medium
2025-02-15 11:00:00,Saturday,7,Foggy,Airport Road,61,5,3579,Medium
2025-02-15 12:00:00,Wednesday,10,Cloudy,Airport Road,73,20,6233,Medium
2025-02-15 13:00:00,Monday,4,Foggy,Airport Road,86,0,5118,Medium
2025-02-15 14:00:00,Sunday,18,Sunny,Airport Road,47,5,1509,Medium
2025-02-15 15:00:00,Tuesday,21,Cloudy,Airport Road,79,10,1794,Low
2025-02-15 16:00:00,Wednesday,16,Rainy,Airport Road,88,0,4764,High
2025-02-15 17:00:00,Wednesday,7,Rainy,Airport Road,83,10,5297,High
2025-02-15 18:00:00,Monday,10,Rainy,Airport Road,58,2,626,Medium
2025-02-15 19:00:00,Sunday,9,Cloudy,Airport Road,81,2,6767,High
2025-02-15 20:00:00,Friday,4,Clear,Airport Road,80,0,2760,Low
2025-02-15 21:00:00,Wednesday,23,Foggy,Airport Road,76,0,2272,Low
2025-02-15 22:00:00,Sunday,2,Sunny,Airport Road,45,0,5066,Medium
2025-02-15 23:00:00,Wednesday,10,Sunny,Airport Road,91,2,379,Low
2025-02-16 00:00:00,Saturday,10,Foggy,Airport Road,65,2,3064,Low
2025-02-16 01:00:00,Thursday,18,Cloudy,Airport Road,73,20,4077,High
2025-02-16 02:00:00,Wednesday,9,Foggy,Airport Road,84,0,2769,Medium
2025-02-16 03:00:00,Friday,16,Rainy,Airport Road,45,20,2993,Medium
2025-02-16 04:00:00,Tuesday,10,Clear,Airport Road,76,20,6088,Medium
